,unknown,range_0_9,range_10_19,range_20_29,range_30_39,range_40_49,range_50_59,range_60_69,range_70_79,range_80_89,range_90_99,data_year,offense_type_list
2752,578,2,609,1577,752,418,231,90,34,16,10,2012,homicide-offenses
2753,777,2,911,2083,1112,568,307,93,33,15,6,2017,homicide-offenses
2754,1,0,4,42,29,22,10,6,0,0,0,2008,homicide-offenses
2755,8,2,63,127,79,43,37,10,3,1,2,2016,homicide-offenses
2756,1,0,16,20,12,5,3,0,0,0,0,1994,homicide-offenses
2757,509,7,922,1585,600,416,198,53,11,7,5,2007,homicide-offenses
2758,0,0,5,32,36,28,10,1,1,0,0,2006,homicide-offenses
2759,269,7,350,702,331,191,86,27,18,3,4,2000,homicide-offenses
2760,1,0,6,53,39,30,17,3,1,1,0,2009,homicide-offenses
2761,44,0,179,284,151,87,27,14,8,1,0,1996,homicide-offenses
2762,4,0,36,49,28,26,4,5,5,1,1,2002,homicide-offenses
2763,2,1,5,14,25,15,1,3,4,0,0,2003,homicide-offenses
2764,32,1,137,214,135,62,21,11,6,2,0,1995,homicide-offenses
2765,0,0,1,25,30,11,4,4,0,0,0,2004,homicide-offenses
2766,0,0,1,7,3,2,0,0,0,0,0,1993,homicide-offenses
2767,537,0,553,1592,710,415,263,91,22,14,6,2013,homicide-offenses
2768,5,0,14,35,28,10,5,2,0,0,0,1999,homicide-offenses
2769,540,1,688,1474,690,401,229,71,24,7,4,2010,homicide-offenses
2770,135,0,186,311,165,96,34,20,7,1,0,1992,homicide-offenses
2771,516,4,656,1677,745,416,280,94,24,14,2,2014,homicide-offenses
2772,659,3,686,1870,881,436,299,83,42,14,5,2015,homicide-offenses
2773,5,2,23,65,22,29,11,3,5,1,2,2004,homicide-offenses
2774,1,1,6,10,4,0,0,0,0,0,0,1993,homicide-offenses
2775,222,0,427,860,349,223,99,36,11,10,5,2001,homicide-offenses
2776,369,0,162,270,192,91,21,11,4,3,0,1991,homicide-offenses
2777,1,0,3,10,9,4,1,2,0,0,0,1999,homicide-offenses
2778,13,1,10,64,82,64,14,2,2,1,2,2015,homicide-offenses
2779,0,0,0,3,2,3,2,0,0,0,0,1992,homicide-offenses
2780,6,3,11,83,76,65,18,6,1,0,0,2014,homicide-offenses
2781,0,0,20,19,9,5,0,2,0,0,0,1995,homicide-offenses
2782,0,0,0,4,0,1,0,1,0,0,0,1991,homicide-offenses
2783,7,1,31,85,35,47,19,5,3,1,1,2010,homicide-offenses
2784,97,2,299,536,280,155,68,26,14,3,1,1999,homicide-offenses
2785,6,2,51,104,46,24,24,8,6,1,0,2013,homicide-offenses
2786,1,0,4,28,23,16,4,1,0,0,0,2001,homicide-offenses
2787,0,2,37,124,65,30,14,17,6,1,0,2015,homicide-offenses
2788,348,2,467,1037,428,309,103,44,17,9,2,2004,homicide-offenses
2789,3,1,9,5,0,1,1,0,0,0,0,1992,homicide-offenses
2790,7,3,35,86,69,36,17,12,4,1,0,2014,homicide-offenses
2791,0,0,0,6,1,3,2,1,0,0,0,1995,homicide-offenses
2792,0,1,7,6,0,0,0,0,0,0,0,1991,homicide-offenses
2793,4,0,9,52,86,23,6,8,2,0,0,2010,homicide-offenses
2794,5,0,11,60,70,39,11,5,3,0,1,2013,homicide-offenses
2795,98,0,208,307,167,73,24,17,3,2,0,1993,homicide-offenses
2796,2,1,34,52,25,23,9,1,0,0,1,2001,homicide-offenses
